identifiant;status;type;filiere;nom;numero_de_version;date_de_publication;date_de_debut;date_de_fin;cause;information_complementaire;puissance_maximale_mw;puissance_disponible_mw
05470_EDF_H_00080785;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;1;2022-07-12T12:07:13+02:00;2022-08-23T08:00:00+02:00;2022-08-23T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_T_00056594;Inactive;Planifiée;Gaz fossile;BOUCHAIN 7;2;2022-07-12T09:26:10+02:00;2022-09-24T00:00:00+02:00;2022-09-29T00:00:00+02:00;Informations complémentaires;Planning and duration are subject to change. -------------------------------------  Le placement et la durée de l?arrêt sont susceptibles d?évoluer.;585.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;67;2022-07-12T07:17:25+02:00;2022-07-12T18:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00077038;Active;Planifiée;Nucléaire;PALUEL 2;1;2022-07-12T02:10:24+02:00;2025-07-12T02:00:00+02:00;2025-08-24T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1330.0;0.0
05470_EDF_T_00077033;Inactive;Planifiée;Nucléaire;GRAVELINES 2;1;2022-07-12T02:10:16+02:00;2025-07-12T02:00:00+02:00;2025-10-07T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;66;2022-07-11T22:16:29+02:00;2022-07-12T12:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;65;2022-07-11T15:16:23+02:00;2022-07-12T02:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_H_00080769;Active;Planifiée;Réservoir hydraulique;VOUGLANS;1;2022-07-11T09:19:45+02:00;2022-08-26T07:30:00+02:00;2022-08-26T17:00:00+02:00;Maintenance prévisionnelle;;285.0;0.0
05470_EDF_H_00080768;Active;Planifiée;Réservoir hydraulique;VOUGLANS;1;2022-07-11T09:19:39+02:00;2022-08-25T07:30:00+02:00;2022-08-25T17:00:00+02:00;Maintenance prévisionnelle;;285.0;0.0
05470_EDF_H_00080767;Active;Planifiée;Réservoir hydraulique;VOUGLANS;1;2022-07-11T09:19:33+02:00;2022-08-24T07:30:00+02:00;2022-08-24T17:00:00+02:00;Maintenance prévisionnelle;;285.0;0.0
05470_EDF_H_00080766;Active;Planifiée;Réservoir hydraulique;VOUGLANS;1;2022-07-11T09:19:27+02:00;2022-08-23T07:30:00+02:00;2022-08-23T17:00:00+02:00;Maintenance prévisionnelle;;285.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;64;2022-07-11T07:16:20+02:00;2022-07-11T18:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;63;2022-07-10T22:07:21+02:00;2022-07-11T12:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;62;2022-07-10T14:37:20+02:00;2022-07-11T02:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;61;2022-07-10T08:21:21+02:00;2022-07-10T18:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;60;2022-07-09T23:01:23+02:00;2022-07-10T12:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;59;2022-07-09T15:55:23+02:00;2022-07-10T02:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;58;2022-07-09T07:26:28+02:00;2022-07-09T18:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;57;2022-07-08T22:46:19+02:00;2022-07-09T12:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;56;2022-07-08T15:34:43+02:00;2022-07-09T02:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_H_00077394;Active;Planifiée;Réservoir hydraulique;BATHIE 2;2;2022-07-08T14:52:13+02:00;2023-03-27T07:00:00+02:00;2023-04-28T17:00:00+02:00;Maintenance prévisionnelle;;100.0;0.0
05470_EDF_H_00080755;Inactive;Planifiée;Station de transfert d'énergie par pompage hydraulique;REVIN 2;1;2022-07-08T12:02:50+02:00;2022-09-06T08:00:00+02:00;2022-09-07T12:00:00+02:00;Maintenance prévisionnelle;;202.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;55;2022-07-08T09:18:51+02:00;2022-07-08T18:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;54;2022-07-07T22:18:50+02:00;2022-07-08T12:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;53;2022-07-07T14:48:05+02:00;2022-07-08T02:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00048957;Inactive;Planifiée;Nucléaire;NOGENT 1;12;2022-07-07T13:13:36+02:00;2023-09-23T02:00:00+02:00;2023-12-31T02:00:00+01:00;Informations complémentaires;Le fonctionnement de cette tranche est dès à présent contraint par son stock de combustible. Arrêt susceptible d'être prolongé : https://www.edf.fr/sites/groupe/files/2022-05/EDF_Mise%20a%20jour%20Note%20Info%20CSC_19mai2022.pdf --------------------------------------- The operation of this unit is already constrained by its fuel stock. Outage duration may be extended : https://www.edf.fr/sites/groupe/files/2022-05/EDF_Mise%20a%20jour%20Note%20Info%20CSC_19mai2022.pdf;1310.0;0.0
05470_EDF_T_00071063;Active;Planifiée;Nucléaire;NOGENT 1;2;2022-07-07T13:01:37+02:00;2025-05-24T02:00:00+02:00;2025-07-13T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1310.0;0.0
05470_EDF_T_00058480;Active;Planifiée;Nucléaire;FLAMANVILLE 2;8;2022-07-07T13:01:28+02:00;2025-06-14T02:00:00+02:00;2025-12-21T02:00:00+01:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1330.0;0.0
05470_EDF_T_00046957;Active;Planifiée;Nucléaire;FLAMANVILLE 2;15;2022-07-07T13:01:17+02:00;2024-01-13T02:00:00+01:00;2024-05-20T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours.  -------------------------------------  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1330.0;0.0
05470_EDF_T_00029421;Active;Planifiée;Nucléaire;FLAMANVILLE 1;21;2022-07-07T12:55:14+02:00;2024-07-06T02:00:00+02:00;2024-10-12T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1330.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;52;2022-07-07T11:11:08+02:00;2022-07-07T18:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;51;2022-07-07T07:24:49+02:00;2022-07-08T02:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00037551;Inactive;Planifiée;Nucléaire;CRUAS 3;18;2022-07-07T03:17:47+02:00;2022-07-07T06:30:00+02:00;2022-09-30T00:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;915.0;0.0
